"SearchText","Matches"
"Another Year","Another Year (film)"
"Another You","Another You"
"Ant-Man","Ant-Man"
"Ant-Man","Ant-Man (film)"
"Ant-Man and the Wasp","Ant-Man and the Wasp"
"Antibodies","Antibodies (film)"
"Antichrist","Antichrist (film)"
"Antitrust","Antitrust (film)"
"Antiviral","Antiviral (film)"
"Antlers","Antlers (2021 film)"
"Antwone Fisher","Antwone Fisher (film)"
"Any Day Now","Any Day Now (1976 film)"
"Any Day Now","Any Day Now (2012 film)"
"Any Day Now","Any Day Now (2020 film)"
"Any Given Sunday","Any Given Sunday"
"Anything Else","Anything Else"
"Anywhere But Here","Anywhere But Here (film)"
"Apache","Apache (film)"
"Apartment","Apartment (film)"
"Ape","Ape (1976 film)"
"Ape","Ape (2012 film)"
"Apocalypse Now","Apocalypse Now"
"Apollo 13","Apollo 13 (film)"
"App","App (film)"
"Appaloosa","Appaloosa (film)"
"Apples","Apples (film)"
"Applesauce","Applesauce (film)"
"Appleseed","Appleseed (1988 film)"
"Appleseed","Appleseed (2004 film)"
"Appu","Appu (2000 film)"
"Appu","Appu (2002 film)"
"April","April (1961 film)"
"April","April (1998 film)"
"APT","APT (film)"
"Apt Pupil","Apt Pupil (film)"
"Aquaman","Aquaman (film)"
"Aquamarine","Aquamarine (film)"
"Ara","Ara (film)"
"Arabian Nights","Arabian Nights (1942 film)"
"Arabian Nights","Arabian Nights (1974 film)"
"Arabian Nights","Arabian Nights (2015 film)"
"Arachnid","Arachnid (film)"
"Arachnophobia","Arachnophobia (film)"
"Araf","Araf (film)"
"Arang","Arang (film)"
"Arcade","Arcade (film)"
"Arctic","Arctic (film)"
"Are You Scared?","Are You Scared?"
"Arena","Arena (1953 film)"
"Arena","Arena (1989 film)"
"Arena","Arena (2009 film)"
"Arena","Arena (2011 film)"
"Argo","Argo (2012 film)"
"Aria","Aria (film)"
"Arjun","Arjun (1985 film)"
"Arjun","Arjun (2004 film)"
"Ark","Ark (2004 film)"
"Arkansas","Arkansas (film)"
"Arlington Road","Arlington Road"
"Armageddon","Armageddon (1997 film)"
"Armageddon","Armageddon (1998 film)"
"Armageddon Time","Armageddon Time"
"Armed","Armed (film)"
"Armored","Armored (film)"
"Army of Darkness","Army of Darkness"
"Army of Shadows","Army of Shadows"
"Army of the Dead","Army of the Dead (2008 film)"
"Army of the Dead","Army of the Dead"
"Arnold","Arnold (film)"
"Around the Bend","Around the Bend"
"Around the World in 80 Days","Around the World in 80 Days (1956 film)"
"Around the World in 80 Days","Around the World in 80 Days (1988 film)"
"Around the World in 80 Days","Around the World in 80 Days (2004 film)"
"Arranged","Arranged"
"Arrietty","Arrietty"
"Arrival","Arrival (film)"
"Arsenal","Arsenal (1929 film)"
"Arsenal","Arsenal (2017 film)"
"Artemis Fowl","Artemis Fowl (film)"
"Arth","Arth (film)"
"Arthur","Arthur (1981 film)"
"Arthur","Arthur (2011 film)"
"Artists and Models","Artists and Models (1937 film)"
"Artists and Models","Artists and Models"
"Arya","Arya (2004 film)"
"Arya","Arya (2007 film)"
"Aryan","Aryan (1988 film)"
"Aryan","Aryan (2006 film)"
"As Good as It Gets","As Good as It Gets"
"As Is","As Is (film)"
"As Long as I Live","As Long as I Live (1946 film)"
"As Luck Would Have It","As Luck Would Have It"
"As Needed","As Needed (film)"
"As One","As One (film)"
"As Tears Go By","As Tears Go By (film)"
"As You Like It","As You Like It (1936 film)"
"As You Like It","As You Like It (2006 film)"
"Ascendancy","Ascendancy (film)"
"Ascension","Ascension (film)"
"Ash Wednesday","Ash Wednesday (1925 film)"
"Ash Wednesday","Ash Wednesday (1931 film)"
"Ash Wednesday","Ash Wednesday (1958 film)"
"Ash Wednesday","Ash Wednesday (1973 film)"
"Ash Wednesday","Ash Wednesday (2002 film)"
"Ashes and Diamonds","Ashes and Diamonds (film)"
"Ashes of Time","Ashes of Time"
"Ashok","Ashok (film)"
"Assassin's Creed","Assassin's Creed (film)"
"Assassination","Assassination (1927 film)"
"Assassination","Assassination (1964 film)"
"Assassination","Assassination (1967 film)"
"Assassination","Assassination (1987 film)"
"Assassination","Assassination (2015 film)"
"Assassination Nation","Assassination Nation"
"Assassins","Assassins (1995 film)"
"Assassins","Assassins (2020 film)"
"Assault on Precinct 13","Assault on Precinct 13 (1976 film)"
"Assault on Precinct 13","Assault on Precinct 13 (2005 film)"
"Assembly","Assembly (film)"
"Assimilate","Assimilate"
"Asteroid","Asteroid (film)"
"Asteroid City","Asteroid City"
"Astro Boy","Astro Boy (film)"
"Asura","Asura (2018 film)"
"Asylum","Asylum (1972 horror film)"
"Asylum","Asylum (1972 documentary film)"
"Asylum","Asylum (2003 film)"
"Asylum","Asylum (2005 film)"
"Asylum","Asylum (2008 film)"
"At Close Range","At Close Range"
"At Eternity's Gate","At Eternity's Gate (film)"
"At First Sight","At First Sight (1917 film)"
"At First Sight","At First Sight (1999 film)"
"At Long Last Love","At Long Last Love"
"At Risk","At Risk (1994 film)"
"At the Circus","At the Circus"
"Athena","Athena (1954 film)"
"Athena","Athena (2022 film)"
"ATL","ATL (film)"
"Atlantic","Atlantic (film)"
"Atlantic City","Atlantic City (1944 film)"
"Atlantic City","Atlantic City (1980 film)"
"Atlantis","Atlantis (1913 film)"
"Atlantis","Atlantis (1991 film)"
"Atlas Shrugged","Atlas Shrugged (film series)"
"ATM","ATM (2012 film)"
"Atomic Blonde","Atomic Blonde"
"Atonement","Atonement (1919 film)"
"Atonement","Atonement (2007 film)"
"Attack","Attack (1956 film)"
"Attack","Attack (2016 film)"
"Attack on Titan","Attack on Titan (film)"
"Attica","Attica (1980 film)"
"Attraction","Attraction (2017 film)"
"Au Pair","Au Pair (film)"
"Audition","Audition (1999 film)"
"Audition","Audition (2005 film)"
"Audition","Audition (2007 film)"
"Auditions","Auditions (film)"
"August","August (1996 film)"
"August","August (2008 film)"
"August","August (2011 film)"
"Augustin","Augustin (film)"
"Auschwitz","Auschwitz (film)"
"Austin Powers","Austin Powers"
"Australia","Australia (1989 film)"
"Australia","Australia (2008 film)"
"Auto Focus","Auto Focus"
"Autograph","Autograph (2004 film)"
"Autograph","Autograph (2010 film)"
"Autopsy","Autopsy (1975 film)"
"Autopsy","Autopsy (2008 film)"
"Autumn","Autumn (1930 film)"
"Autumn","Autumn (1974 film)"
"Autumn","Autumn (1990 film)"
"Autumn","Autumn (2008 film)"
"Autumn","Autumn (2009 film)"
"Autumn Leaves","Autumn Leaves (film)"
"Ava","Ava (2017 French film)"
"Ava","Ava (2017 Iranian film)"
"Ava","Ava (2020 film)"
"Avalon","Avalon (1990 film)"
"Avalon","Avalon (2001 film)"
"Avatar","Avatar (1916 film)"
"Avatar","Avatar (2004 film)"
"Avatar","Avatar (franchise)"
"Avatar","Avatar (2009 film)"
"Avatar 3","Avatar 3"
"Avatar: The Way of Water","Avatar: The Way of Water"
"Avengers: Age of Ultron","Avengers: Age of Ultron"
"Avengers: Endgame","Avengers: Endgame"
"Avengers: Infinity War","Avengers: Infinity War"
"Awake","Awake (2007 film)"
"Awake","Awake (2019 film)"
"Awake","Awake (2021 film)"
"Awakening","Awakening (1959 film)"
"Awakening","Awakening (2013 film)"
"Awakenings","Awakenings"
"Away from Her","Away from Her"
"Away We Go","Away We Go"
"Awoken","Awoken (film)"
"Baal","Baal (film)"
"Baba","Baba (2002 film)"
"Babbitt","Babbitt (1924 film)"
"Babbitt","Babbitt (1934 film)"
"Babe","Babe (film)"
"Babe Ruth","Babe Ruth (film)"
"Babel","Babel (film)"
"Babes in the Woods","Babes in the Woods"
"Babette","Babette (film)"
"Babette's Feast","Babette's Feast"
"Babies","Babies (film)"
"Babs","Babs (1920 film)"
"Babs","Babs (2000 film)"
"Babs","Babs (2017 film)"
"Babu","Babu (1971 film)"
"Babu","Babu (1975 film)"
"Babu","Babu (1985 film)"
"Baby","Baby (1915 film)"
"Baby","Baby (2000 film)"
"Baby","Baby (2002 film)"
"Baby","Baby (2007 film)"
"Baby","Baby (2010 film)"
"Baby","Baby (2015 Hindi film)"
"Baby","Baby (2015 Tamil film)"
"Baby","Baby (2016 film)"
"Baby's Day Out","Baby's Day Out"
"Baby and I","Baby and I"
"Baby Blood","Baby Blood"
"Baby Blue Marine","Baby Blue Marine"
"Baby Blues","Baby Blues (1941 film)"
"Baby Blues","Baby Blues (2008 film)"
"Baby Blues","Baby Blues (2012 film)"
"Baby Boom","Baby Boom (film)"
"Baby Boy","Baby Boy (film)"
"Baby Brother","Baby Brother"
"Baby Doll","Baby Doll (1916 film)"
"Baby Doll","Baby Doll"
"Baby Driver","Baby Driver"
"Baby Face","Baby Face (film)"
"Babylon","Babylon (1980 film)"
"Babylon","Babylon (2022 film)"
"Babysitting","Babysitting (film)"
"Baccara","Baccara (film)"
"Baccarat","Baccarat (film)"
"Bachelor","Bachelor (2004 film)"
"Bachelor in Paradise","Bachelor in Paradise (film)"
"Bachelor Party","Bachelor Party (1984 film)"
"Bachelor Party","Bachelor Party (2012 film)"
"Bachelorette","Bachelorette (film)"
"Bachi","Bachi (film)"
"Back and Forth","Back and Forth (film)"
"Back from the Dead","Back from the Dead (film)"
"Back in Business","Back in Business (1997 film)"
"Back in the Day","Back in the Day (2005 film)"
"Back in the Day","Back in the Day (2014 film)"
"Back in the Day","Back in the Day (2016 film)"
"Back in the Saddle","Back in the Saddle (film)"
"Back in the USSR","Back in the USSR (film)"
"Back in Time","Back in Time (2015 film)"
"Back on Track","Back on Track (film)"
"Back Then","Back Then (film)"
"Back to School","Back to School"
"Back to the Beach","Back to the Beach"
"Back to the Future","Back to the Future (franchise)"
"Back to the Future","Back to the Future"
"Backcountry","Backcountry (film)"
"Backdraft","Backdraft (film)"
"Backlash","Backlash (1956 film)"
"Backlash","Backlash (1986 film)"
"Backtrack","Backtrack (film)"
"Bad Boy","Bad Boy (1935 film)"
"Bad Boy","Bad Boy (1939 film)"
"Bad Boy","Bad Boy (1949 film)"
"Bad Boys","Bad Boys (1961 film)"
"Bad Boys","Bad Boys (1983 film)"
"Bad Boys","Bad Boys (franchise)"
"Bad Boys","Bad Boys (1995 film)"
"Bad Boys for Life","Bad Boys for Life"
"Bad Day at Black Rock","Bad Day at Black Rock"
"Bad Dreams","Bad Dreams (film)"
"Bad Education","Bad Education (2004 film)"
"Bad Education","Bad Education (2019 film)"
"Bad Girl","Bad Girl (1931 film)"
"Bad Girl","Bad Girl (1963 film)"
"Bad Girl","Bad Girl (2012 film)"
"Bad Guy","Bad Guy (1937 film)"
"Bad Guy","Bad Guy (2001 film)"
"Bad Lieutenant","Bad Lieutenant"
"Bad News Bears","Bad News Bears"
"Bad Santa","Bad Santa"
"Bad Taste","Bad Taste"
"Bad Timing","Bad Timing"
"Bad Words","Bad Words (film)"
"Badal","Badal"
"Badlands","Badlands (film)"
"Bagdad","Bagdad (film)"
"Bait","Bait (1950 film)"
"Bait","Bait (2000 film)"
"Bait","Bait (2019 film)"
"Ball of Fire","Ball of Fire"
"Balthazar","Balthazar (film)"
"Balu","Balu (film)"
"Bambi","Bambi"
"Bamboozled","Bamboozled"
"Banal","Banal (film)"
"Banana","Banana (film)"
"Banana Split","Banana Split (film)"
"Bananas","Bananas (film)"
"Bandits","Bandits (1997 film)"
"Bandits","Bandits (2001 film)"
"Bang the Drum Slowly","Bang the Drum Slowly (film)"
"Bangers","Bangers (1999 film)"
"Bangkok Dangerous","Bangkok Dangerous (1999 film)"
"Bangkok Dangerous","Bangkok Dangerous (2008 film)"
"Banjo","Banjo (1947 film)"
"Banjo","Banjo (2016 film)"
"Bara","Bara (film)"
"Baraka","Baraka (film)"
"Baran","Baran (film)"
"Barat","Barat (film)"
"Barbara","Barbara (1961 film)"
"Barbara","Barbara (1997 film)"
"Barbara","Barbara (2012 film)"
"Barbara","Barbara (2017 film)"
"Barbarian","Barbarian (2022 film)"
"Barbarians","Barbarians (1953 film)"
"Barbecue","Barbecue (film)"
"Barbed Wire","Barbed Wire (1927 film)"
"Barbed Wire","Barbed Wire (1952 film)"
"Barbershop","Barbershop (franchise)"
"Barbershop","Barbershop (film)"
"Barbie","Barbie (film series)"
"Barbie","Barbie (film)"
"Barcelona","Barcelona (film)"
"Bardo","Bardo (2016 film)"
"Bare","Bare (film)"
"Barefoot","Barefoot (2005 film)"
"Barefoot","Barefoot (2014 film)"
"Barfly","Barfly (film)"
"Barista","Barista (film)"
"Baristas","Baristas (film)"
"Barke","Barke (film)"
"Barkha","Barkha (film)"
"Barmaid","Barmaid (film)"
"Barry","Barry (1949 film)"
"Barry","Barry (2016 film)"
"Barry Lyndon","Barry Lyndon"
"Bartleby","Bartleby (1970 film)"
"Bartleby","Bartleby (1976 film)"
"Bartleby","Bartleby (2001 film)"
"Barton Fink","Barton Fink"
"Based on a True Story","Based on a True Story (film)"
"Based on the Novel","Based on the Novel"
"Basement","Basement (2010 film)"
"Basement","Basement (2014 film)"
"Bashful","Bashful (film)"
"Bashing","Bashing (film)"
"Basic","Basic (film)"
"Basic Instinct","Basic Instinct"
"Basquiat","Basquiat (film)"
"Bastard","Bastard (1940 film)"
"Bastard","Bastard (1997 film)"
"Bastards","Bastards (2006 film)"
"Bastards","Bastards (2013 film)"
"Bates Motel","Bates Motel (film)"
"Batman","Batman (1966 film)"
"Batman","Batman (1989 film)"
"Batman Begins","Batman Begins"
"Batman Forever","Batman Forever"
"Batman Returns","Batman Returns"
"Bats","Bats (film)"
"Battalion","Battalion (1927 film)"
"Battalion","Battalion (1937 film)"
"Battalion","Battalion (2015 film)"
"Battered","Battered (film)"
"Battle Beyond the Stars","Battle Beyond the Stars"
"Battle for the Planet of the Apes","Battle for the Planet of the Apes"
"Battle of the Bulge","Battle of the Bulge (1965 film)"
"Battle of the Bulge","Battle of the Bulge (1991 film)"
"Battle of the Sexes","Battle of the Sexes (1920 film)"
"Battle of the Sexes","Battle of the Sexes (1926 film)"
"Battle of the Sexes","Battle of the Sexes (2017 film)"
"Battle Royale","Battle Royale (film)"
"Battlefield Earth","Battlefield Earth (film)"
"Battles Without Honor and Humanity","Battles Without Honor and Humanity"
"Battleship","Battleship (film)"
"Baxter","Baxter (film)"
"Bayo","Bayo (film)"
"Bayonet","Bayonet (1936 film)"
"Bayonet","Bayonet (2018 film)"
"Baywatch","Baywatch (film)"
"Bazaar","Bazaar (1949 film)"
"Bazaar","Bazaar (1982 film)"
"Bazaar","Bazaar (2019 film)"
"Be Careful","Be Careful (film)"
"Be Cool","Be Cool"
"Be Human","Be Human (film)"
"Be Kind Rewind","Be Kind Rewind"
"Be My Guest","Be My Guest (film)"
"Be My Wife","Be My Wife (1919 film)"
"Be My Wife","Be My Wife (1921 film)"
"Be Somebody","Be Somebody (2016 film)"
"Be There or Be Square","Be There or Be Square"
"Be Together","Be Together (film)"
"Be Up to Date","Be Up to Date"
"Be Water","Be Water"
"Be with Me","Be with Me"
"Beach House","Beach House (film)"
"Beaches","Beaches (1988 film)"
"Bean","Bean (film)"
"Beanpole","Beanpole (film)"
"Beans","Beans (2000 film)"
"Beans","Beans (2020 film)"
"Bear Witness","Bear Witness"
"Beast","Beast (2017 film)"
"Beast","Beast (2022 American film)"
"Beast","Beast (2022 Indian film)"
"Beasties","Beasties (film)"
"Beastly","Beastly (film)"
"Beasts of No Nation","Beasts of No Nation (film)"
"Beasts of the Southern Wild","Beasts of the Southern Wild"
"Beats","Beats (2019 American film)"
"Beaufort","Beaufort (film)"
"Beautiful","Beautiful (2000 film)"
"Beautiful","Beautiful (2008 film)"
"Beautiful","Beautiful (2009 film)"
"Beautiful","Beautiful (2011 film)"
"Beautiful Boy","Beautiful Boy (2010 film)"
"Beautiful Boy","Beautiful Boy (2018 film)"
"Beautiful People","Beautiful People (film)"
"Beautiful Thing","Beautiful Thing (film)"
"Beauty and the Beast","Beauty and the Beast (1934 film)"
"Beauty and the Beast","Beauty and the Beast (1946 film)"
"Beauty and the Beast","Beauty and the Beast (1962 film)"
"Beauty and the Beast","Beauty and the Beast (1978 film)"
"Beauty and the Beast","Beauty and the Beast (1983 film)"
"Beauty and the Beast","Beauty and the Beast (1987 film)"
"Beauty and the Beast","Beauty and the Beast (1991 film)"
"Beauty and the Beast","Beauty and the Beast (1992 film)"
"Beauty and the Beast","Beauty and the Beast (2005 film)"
"Beauty and the Beast","Beauty and the Beast (2009 film)"
"Beauty and the Beast","Beauty and the Beast (2014 film)"
"Beauty and the Beast","Beauty and the Beast (2017 film)"
"Because of You","Because of You (1952 film)"
"Becket","Becket (1924 film)"
"Becket","Becket (1964 film)"
"Beckett","Beckett (film)"
"Becky","Becky (1927 film)"
"Becky","Becky (2020 film)"
"Bedazzled","Bedazzled (1967 film)"
"Bedazzled","Bedazzled (2000 film)"
"Bedevil","Bedevil"
"Bedknobs and Broomsticks","Bedknobs and Broomsticks"
"Bedtime Story","Bedtime Story (1938 film)"
"Bedtime Story","Bedtime Story (1941 film)"
"Bedtime Story","Bedtime Story (1964 film)"
"Bee Movie","Bee Movie"
"Beef","Beef (film)"
"Beethoven","Beethoven (film)"
"Beetlejuice","Beetlejuice"
"Before and After","Before and After (film)"
"Before I Fall","Before I Fall (film)"
"Before Midnight","Before Midnight"
"Before Sunrise","Before Sunrise"
"Before Sunset","Before Sunset"
"Before the Devil Knows You're Dead","Before the Devil Knows You're Dead"
"Before the Fall","Before the Fall (2004 film)"
